Word,Count
\apps,\,3
GL_EXT_blend_minmax,3
\coordinates,\,3
that's,3
leave,3
capturing,3
Swap,3
SDL_HapticPause,3
independent,3
raise,3
SDL_GetRendererOutputSize(),3
modifier,3
Cocoa,3
Initializes,3
Vertex,3
whole,3
VkInstance,3
fairly,3
Here,3
SDL_CreateWindowFrom(),3
something,3
::SDL_BlendMode,3
binarized,3
architectures,3
1000;,3
field,3
hard,3
src,3
finish,3
#$,3
motor,3
message-digest,3
QtWayland,3
0x07,3
like:,3
Ignore,3
none,3
::SDL_Scancode,3
That,3
egl,3
dropped,3
numevents,3
allocations,3
offset,3
Do,3
SDL_HasScreenKeyboardSupport(),3
optionally,3
Allow,3
\srcA,\,3
Shader,3
SDL_Haptic,3
Framebuffer,3
assertCondition,3
Waits,3
Arrays,3
Updates,3
(ms),3
detach,3
GL_OES_compressed_paletted_texture,3
drop,3
best,3
Mode,3
\point,\,3
holding,3
0),3
rndContext,3
SDL_HAPTIC_SQUARE,3
completed,3
SDL_DisableScreenSaver(),3
degree,3
Older,3
SDL_SetWindowFullscreen(),3
GL_NV_draw_buffers,3
older,3
selected,3
according,3
\__/,3
SDL_WINDOW_RESIZABLE,3
GL_ARB_multitexture,3
finger,3
SL,3
little,3
SDL_RestoreWindow(),3
(0,3
Walther,3
ensure,3
passes,3
round,3
plane),3
counter,3
slightly,3
Lock,3
(memory,3
SR,3
!_STDINT_H_,3
Also,3
cleans,3
regardless,3
obtain,3
horizontal,3
ADDED,3
GL_EXT_separate_shader_objects,3
Exception,3
updated,3
applications),3
SDL_GetDisplayBounds(),3
Solaris,3
scheme,3
TEST,3
X),3
ignore,3
__cplusplus,3
clean,3
\call,\,3
freesrc,3
Currently,3
assertDescription,3
mark,3
flow,3
\display,\,3
clipped,3
intersection,3
binaries,3
SDL_Vulkan_CreateSurface(),3
idle,3
harness,3
linear,3
License,3
glext.h,3
skips,3
\returned,\,3
swipe,3
\255,\,3
\succeeds,\,3
11,2
Implementation,2
glut.h,2
detect,2
extended,2
semi-private,2
SDL_UnlockMutex(lock);,2
(FULLSCREEN_DESKTOP,2
lots,2
Attach,2
buf,2
HAVE__LTOA,2
D3D11,2
tells,2
\flip,\,2
warnings,2
GL_QCOM_tiled_rendering,2
channel-specific,2
\::SDL_WINDOW_OPENGL,\,2
SDL_SetWindowGammaRamp(),2
NULL),2
\*stream,\,2
numbers,2
scaleX,2
CRC32,2
Evaluators,2
recalculate,2
khronos_int8_t,2
\there,\,2
GL_GLEXT_PROTOTYPES,2
life,2
protect,2
khronos_int32_t,2
exposed,2
khronos_ssize_t,2
SDL_SetWindowMaximumSize(),2
crc,2
\texture,\,2
New,2
2-byte,2
\warnings,\,2
\"\EGL"\\,2
low-level,2
hint's,2
Defaults,2
GL_GEQUAL,2
/W4,2
topmost,2
\par,2
poll,2
\SDL_RLEACCEL,\,2
\important,\,2
South:,2
crucial,2
\bar,\,2
unlocking,2
routinely,2
\sent,\,2
filling,2
levels,2
Region,2
\http://tinyurl.com/khrplatform-h-bugreport,\,2
Distance,2
SDL_HINT_WINRT_PRIVACY_POLICY_LABEL,2
Drag,2
earlier,2
'type',2
orientations,2
\degrees,\,2
-100,2
effect_id,2
Mutex,2
'/',2
GL_NV_read_depth_stencil,2
saw,2
SDL_EnclosePoints,2
GL_EXT_robustness,2
(actually,2
GL_QCOM_writeonly_rendering,2
IMG,2
calling:,2
\RandomSint64BoundaryValue(SINT64_MIN,\,2
SDK,2
mikmod,2
last),2
12,2
(Mix_EffectDone_t),2
Rights,2
blank,2
\opaque,\,2
Unsupported,2
srcA),2
SDL_HapticStopEffect,2
Other,2
alpha-channel,2
soundcard,2
re-enabled,2
GL_ANGLE_framebuffer_blit,2
SDL_HAPTIC_SAWTOOTHUP,2
^,2
GL_OES_required_internalformat,2
Reserve,2
SINT16_MIN,2
\"\done"\\,2
SDL_Delay(,2
Per-sample,2
freeing,2
SDL_RenderSetScale(),2
1-srcA,2
GL_ANGLE_framebuffer_multisample,2
elements,2
At,2
(backslash),2
both:,2
(transparent,2
LESS-THAN,2
booted),2
logged,2
delimited,2
\[%s]\n"\,\,2
num,2
\fast,\,2
emit,2
0xFFFF,2
additionalExtensionsCount;,2
error:,2
Array,2
(Apple,2
barriers,2
\"\oldest"\\,2
Min,2
total;,2
inclusive,2
subpixel,2
GL_IMG_texture_compression_pvrtc2,2
phone,2
---------,2
\text,\,2
renamed,2
(2,2
\loudest,\,2
Tokens,2
overhead,2
GL_NEVER,2
\renderer,\,2
::SDL_RendererFlags,2
\runtime,\,2
progressively,2
comes,2
SDL_HINT_JOYSTICK_ALLOW_BACKGROUND_EVENTS,2
seen,2
::SDL_Keycode,2
continue,2
GL_EXT_color_buffer_half_float,2
coming,2
\hardware,\,2
of:,2
Key,2
\coord,\,2
Hints,2
East:,2
SoundFonts,2
tile_w,2
\"\Khronos\,2
smallest,2
SDL_GetMouseState(),2
happen,2
Matt,2
SDL_WindowShapeMode,2
rely,2
Selection,2
VkSurfaceKHR,2
GL_OES_depth_texture,2
spherical,2
khronos_time_ns_t,2
::SDL_HAPTIC_CARTESIAN,2
extension),2
srcRGB,2
window-close,2
\(0,\,2
device's,2
SDL_SemWait(),2
mandates,2
SDL_HapticRamp,2
\here,\,2
khronos_stime_nanoseconds_t,2
exist,2
chunks's,2
GL_ANGLE_texture_compression_dxt3,2
sync,2
\covers,\,2
M,2
multi-threaded,2
designed,2
Client,2
\failed,\,2
appears,2
debugging,2
\Mix_OpenAudio(),\,2
khronos_uint32_t,2
\signaled,\,2
near,2
Lighting,2
Mix_CloseAudio(),2
Given,2
MODPLUG,2
GL_EXT_unpack_subimage,2
Located,2
GL_EXT_multisampled_render_to_texture,2
connected,2
till,2
\(general)"\\,2
backends,2
\::SDL_WINDOW_RESIZABLE,\,2
],2
fine-grained,2
Maps,2
export,2
Mix_EffectDone_t,2
ptr,2
PC,2
Capturing,2
Maximum,2
West:,2
grabbed,2
remote's,2
Documentation,2
khronos_uint16_t,2
SDL_QueryTexture(),2
cleaned,2
plug,2
[out],2
consecutive,2
SDL_UpdateTexture(),2
2013-2015,2
masks,2
SDL_SetWindowPosition(),2
DPI,2
23,2
\them,\,2
IME,2
converting,2
scanning,2
(==0),2
Implementer's,2
\handle,\,2
libMoltenVK.dylib,2
\array,\,2
\pixel,\,2
terms,2
\resources,\,2
\(Rect,\,2
intersect,2
Cast,2
SDL_DestroyRenderer(),2
\read,\,2
Borland,2
give,2
obsolete,2
Buttons,2
languages,2
GL_QCOM_driver_control,2
::SDL_TEXTUREACCESS_STREAMING,2
Thread-safety,2
SDL_GetWindowMinimumSize(),2
inifinitely,2
GL_AMD_program_binary_Z400,2
GL_NV_fbo_color_attachments,2
SDL_HAPTIC_POLAR;,2
\from,\,2
GL_NV_texture_border_clamp,2
\D3D9,\,2
\("\"\)\,2
planes,2
(left),2
Holds,2
speed;,2
NV,2
\filtered,\,2
GL_LESS,2
lockless,2
Read-write,2
decoder:,2
::SDL_WINDOWPOS_CENTERED,2
shut,2
\0xAAAA/0xBBBB,0xCCCC/0xDDDD\,2
n-1),2
scancodes,2
Boolean,2
culled,2
\[0,1]\,2
GL_OES_depth32,2
example),2
positions,2
built,2
we'll,2
prefer,2
khronos_utime_nanoseconds_t,2
physical,2
::SDL_HAT_CENTERED,2
moved,2
posteffect),2
bitwise,2
acquire,2
high-dpi,2
::SDL_ENABLE,2
stable,2
(distance,2
dos,2
GL_OES_standard_derivatives,2
decoders,2
SDL_RenderCopy(),2
SDL_MAIN_HANDLED,2
responsibility,2
graphics,2
\::SDL_WINDOW_HIDDEN,\,2
.xm),2
trigger,2
Angle,2
perform,2
return-type,2
symbol,2
black,2
exhaustion,2
pull,2
SDL_SetWindowBrightness(),2
Mix_SetPostMix(),2
Mix_Chunk,2
Guidelines,2
posteffect,2
Channel,2
DEGREE,2
myeffect(int,2
blanked,2
crc32,2
SDL_SetAssertionHandler(),2
SDL_GameControllerAddMapping(),2
dragging,2
::SDL_HAT_RIGHTDOWN,2
\touch,\,2
Read/write,2
easily,2
1-dstA,2
Mir,2
Uint64,2
envelope,2
blah();,2
Capture,2
correction),2
SDL_SetWindowMinimumSize(),2
::SDL_HAT_LEFT,2
\Name/"\\,2
(distances,2
\endcond,2
OK,2
collision,2
degrees,2
\pipeline,\,2
GL_OES_compressed_ETC1_RGB8_texture,2
decode...but,2
U/V,2
(src/audio/dummy/\*.c),2
API-specific,2
----------,2
__WIN32__,2
::SDL_Surface,2
array/string,2
assuming,2
Vec2D::Vec2D,2
(srcRGB,2
\priority,\,2
GL_EXT_discard_framebuffer,2
XAML,2
nothing,2
minkowski,2
Text,2
SDL_HapticSetGain,2
Opacity,2
Reference,2
profile,2
GL_EXT_texture_sRGB_decode,2
GL_AMD_compressed_3DC_texture,2
GL_ARM_rgba8,2
example:,2
why,2
(calculated),2
*haptic;,2
OES,2
seem,2
GL_EXT_map_buffer_range,2
\SDL,\,2
Example:,2
\dynamically,\,2
hundredth,2
operators,2
Markus,2
(Ogg,2
size_in_tile_units,2
SDL_OpenAudioDevice(),2
vkGetInstanceProcAddr,2
Float,2
(chan),2
bounds,2
(data),2
bpp,2
SDL_GetWindowSurface(),2
GL_APPLE_texture_format_BGRA8888,2
\keyboards),\,2
simultaneous,2
GL_ARM_mali_program_binary,2
\So,\,2
SDL_Keycode,2
cull,2
Clang's,2
\"\GIF"\,\,2
\form,\,2
\8.1,\,2
Degrees,2
\"\most\,2
Digital,2
::SDL_HAPTIC_SAWTOOTHDOWN,2
April,2
GL_NV_draw_instanced,2
globally,2
DMP,2
\D3D11,\,2
guess,2
onPause(),2
Whether,2
usual,2
SDL_InitSubSystem(),2
SDL_HapticSetGain(),2
reduced,2
(If,2
Hypothetical,2
VID/PID,2
inlined,2
virtual,2
GL_NV_sRGB_formats,2
scrolled,2
Pause,2
hood,2
(Default,2
SDL_Vulkan_GetVkGetInstanceProcAddr(),2
scales,2
resulting,2
hundredths,2
behind,2
clears,2
::SDL_HAPTIC_SAWTOOTHUP,2
Mix_GetChunkDecoder(i));,2
name),2
XP,2
SINT8_MIN,2
\output,\,2
QCOM,2
\program,\,2
dstColorFactor,2
SDL_Event,2
SDL_WindowShapeParams,2
effect-specific,2
12.1+,2
('\\',2
GL_NV_framebuffer_blit,2
Memory,2
(range:,2
test),2
GL_OES_stencil1,2
<EGL/eglplatform.h>,2
D3D,2
\"\BMP"\,\,2
grid_coord,2
allocation,2
assigned,2
(src/loadso/dummy/\*.c),2
\MP3_MAD,\,2
click,2
Minimize,2
SDL_mixer:,2
internally-defined,2
hooked,2
front,2
allowing,2
Runs,2
SDL_WinRT_Path,2
GL_QCOM_extended_get2,2
push,2
declarations,2
lost,2
GL_EXT_occlusion_query_boolean,2
draw(Vec2D::Vec2D,2
GL_OES_depth24,2
\chunk,\,2
Dummy,2
-------------,2
especially,2
GL_EXT_multi_draw_arrays,2
blittable,2
(icculus@icculus.org),2
x86,2
ES2,2
\RandomUint16BoundaryValue(0,\,2
SDL_HapticOpenFromMouse,2
25%,2
\static,\,2
GL_NV_shadow_samplers_cube,2
voices,2
::SDL_HAT_RIGHTUP,2
\KHRONOS_FALSE,\,2
alphaOperation,2
GL_OES_element_index_uint,2
GL_EXT_shadow_samplers,2
project,2
GL_OES_stencil4,2
::SDL_ALPHA_OPAQUE,2
*renderer,2
GL_NV_instanced_arrays,2
\OGG,\,2
2013-09-30,2
\(stream),\,2
http://msdn.microsoft.com/en-us/library/windows/apps/hh464917.aspx,2
(i,2
event's,2
-0800,2
Applications,2
assumes,2
GL_IMG_texture_compression_pvrtc,2
inserted,2
NSHighResolutionCapable,2
important,2
real-time,2
refresh_rate,2
GL_NV_read_stencil,2
};,2
BT.601,2
SDL_Joystick,2
\thread-safe,\,2
identifies,2
intervention,2
Normally,2
SDL_joystick.h,2
\dimensions,\,2
GL_EXT_multiview_draw_buffers,2
\"\Privacy\,2
unknown,2
KHRONOS_SUPPORT_FLOAT,2
(540,2
SINT32_MIN,2
wrapper,2
GL_OES_rgb8_rgba8,2
\update,\,2
khronos_int16_t,2
Restart,2
arrays,2
260),2
SDL_MIXER_H_,2
\SDL_BuildAudioCVT(),\,2
resizing,2
GL_EXT_shader_framebuffer_fetch,2
SDL_HapticGetEffectStatus,2
SDL_HAPTIC_SINE,2
Mix_SetDistance(),2
known,2
------------,2
templates,2
chosen,2
\chan,\,2
incurred,2
SDL_INIT_JOYSTICK,2
GL_NV_generate_mipmap_sRGB,2
GL_OES_EGL_image_external,2
writes,2
GL_EXT_shader_texture_lod,2
SDL_HapticLeftRight,2
lockable,2
\transparent,\,2
MP3_MPG,2
31566,2
23298,2
\RandomUint8BoundaryValue(0,\,2
necessarily,2
RLR,2
__linux__,2
(0.0f,2
SDL_MinimizeWindow(),2
SDL_PumpEvents(),2
reality,2
SDL_RenderGetClipRect(),2
2.1,2
\blended,\,2
follows:,2
\(Tue,\,2
instance;,2
tracking,2
pixel),2
SDL_SetWindowSize(),2
meaning,2
adding,2
GL_NV_framebuffer_multisample,2
GL_LEQUAL,2
leaves,2
far,2
offers,2
represented,2
restores,2
GL_ANGLE_pack_reverse_row_order,2
SDL_UnlockSurface(),2
\if(!SDL_Vulkan_GetInstanceExtensions(window,\,2
certainly,2
\loaded,\,2
associate,2
[,2
north,2
Campbell,2
v,2
mapped,2
SDL_INIT_VIDEO,2
\*c,\,2
backend's,2
floats,2
bound,2
Lists,2
30,2
broken,2
size_t,2
titlebars),2
\length,\,2
(matt@campbellhome.dhs.org),2
white,2
\architectures,\,2
GL_NV_coverage_sample,2
::SDL_USEREVENT,2
west,2
0.5,2
2015-06-23,2
(pull,2
WATCH,2
SINT64_MIN,2
Be,2
data;,2
2015),2
Mix_QuerySpec(),2
Access,2
\Mix_AllocateChannels(),\,2
::SDL_HAT_UP,2
querying,2
unhandled,2
\Mix_SetPanning(channel,\,2
POUND,2
\closed,\,2
begin_code.h,2
khronos_intptr_t,2
GL_EXT_texture_storage,2
false/true,2
khronos_usize_t,2
driver-dependent,2
khronos_uint8_t,2
Platform-specific,2
\motion,\,2
\printf("\We\,2
overlapping,2
arg2),2
places),2
grouping,2
concern,2
number),2
SDL_GetVersion,2
silence;,2
Internal,2
\Mix_RegisterEffect(),\,2
OpenGL/ES/ES2,2
instanceCreateInfo,2
(but,2
Synchro,2
Perl,2
\MSDN,\,2
GL_OES_texture_float_linear,2
searched,2
devices.),2
looping,2
function;,2
SDL_thread.h,2
One,2
inputs,2
diagram,2
psychedelia,2
hook,2
17:07:13,2
borderless,2
frequently,2
(!=0),2
Separate,2
SDL_LockMutex(lock);,2
\runs,\,2
consumer,2
(.mod,2
drops,2
\(1,\,2
fade_length,2
caller,2
---,2
GL_QCOM_extended_get,2
URL:,2
ryan,2
1-byte,2
Macro,2
SDL_RWFromFile(),2
Mix_GetNumChunkDecoders();,2
Depth,2
Moves,2
signify,2
organization,2
i;,2
conditions,2
*text_pos,2
breaks,2
SDL_image:,2
13,2
ways,2
touches,2
SDL_GetPlatform(),2
GL_NOTEQUAL,2
::SDL_HAT_LEFTDOWN,2
GL_OES_packed_depth_stencil,2
SDL_HapticSetAutocenter,2
(1-srcA)),2
GL_ARM_mali_shader_binary,2
SDL_IMAGE_VERSION(),2
SDL_HapticOpen(),2
informs,2
MIX_EFFECTSMAXSPEED,2
\2"\\,2
Set/Get/Iterate,2
legacy,2
visual,2
them),2
Start,2
MIDI,2
\SDL_QueueAudio()/SDL_DequeueAudio(),\,2
somevalue,2
clang,2
holds,2
(udata),2
3:,2
GL_OES_texture_3D,2
gained,2
contexts,2
khronos_float_t,2
Basic,2
callback:,2
counters,2
GL_ARB_imaging,2
SDL_GL_GetDrawableSize(),2
IMG_InitFlags,2
unconditionally,2
moment,2
\drawable,\,2
GL_APPLE_texture_max_level,2
Sint8,2
\LLP64,\,2
I'm,2
milliseconds),2
SDL_RenderSetViewport(),2
Java,2
label,2
String::CRC32,2
validation,2
GL_EQUAL,2
assets,2
*udata);,2
(x),2
SDL_AssertionHandler,2
Sint16,2
modern,2
Format,2
unmolested,2
GL_APPLE_framebuffer_multisample,2
regular,2
\"\distance"\\,2
\mouse,\,2
GL_NV_read_buffer,2
GL_OES_texture_half_float_linear,2
leading,2
GL_OES_texture_float,2
groups,2
times),2
\effect),\,2
toggle,2
(see,2
1),2
expensive,2
opposite,2
GL_NV_texture_compression_s3tc_update,2
joystick's,2
srcC,2
Compiler,2
GL_IMG_program_binary,2
modules,2
\pass,\,2
SDL_AllocPalette(),2
\arg1,\,2
filtering,2
\mutex,\,2
GL_QCOM_perfmon_global_mode,2
\"\Play"\\,2
(angles,2
1.2,2
expand,2
system's,2
effects:,2
\implemented,\,2
consists,2
individual,2
Prints,2
SDL_GetWindowTitle(),2
able,2
trackballs,2
outstanding,2
\360,\,2
haven't,2
replace,2
reasonable,2
GL_APPLE_sync,2
::SDL_HAT_LEFTUP,2
(255),2
Prototypes,2
adapter,2
SDL_QueueAudio,2
GL_NV_shadow_samplers_array,2
addresses,2
Control,2
DOXYGEN_SHOULD_IGNORE_THIS,2
channel),2
backwards,2
few,2
\voices,\,2
factors,2
kilobytes,2
Things,2
dequeueing,2
'mix_func',2
GL_EXT_timer_query,2
invoke,2
report,2
\etc),\,2
GREATER-THAN,2
::SDL_HAT_DOWN,2
GL_IMG_shader_binary,2
2008-2009,2
question,2
Handled,2
scroll,2
Xlib,2
SDL_LOG_PRIORITY_INFO,2
developer,2
GL_IMG_multisampled_render_to_texture,2
2.0.3,2
Timidity,2
booleans,2
exactly,2
\API,\,2
neccesary,2
1.0,2
thinking,2
\backwards,\,2
libsamplerate,2
warping,2
making,2
send,2
08:48:48,2
hexadecimal,2
\(Wed,\,2
50%,2
autogenerate,2
Chrome,2
Win64,2
\for,\,2
http://www.khronos.org/registry/implementers_guide.pdf,2
legal,2
far),2
SDL_GetWindowMaximumSize(),2
Performs,2
GL_EXT_framebuffer_multisample,2
_endthread(),2
framebuffer,2
SDL_GetNumVideoDrivers(),2
afterwards,2
parenthesis,2
Changes,2
\SDL_TRUE,\,2
\RandomSint32BoundaryValue(SINT32_MIN,\,2
GL_AMD_performance_monitor,2
1.2.9,2
chunk/music,2
gl,2
channels),2
SDL_GetWindowData(),2
Spherical,2
contiguous,2
third,2
\Mix_RegisterEffect,\,2
\normally,\,2
Just,2
SDL_UpdateWindowSurfaceRects(),2
strings,2
GL_NV_read_buffer_front,2
KHRONOS_APIATTRIBUTES;,2
Network-enabled,2
SDL_MIXER_VERSION(),2
filename),2
\resized,\,2
GL_EXT_texture_format_BGRA8888,2
inBuf,2
\(channel),\,2
SDL_SetWindowData(),2
BT.709,2
soft,2
implementations,2
enables,2
comparisons,2
Mix_HaltChannel(),2
GL_APPLE_copy_texture_levels,2
fmt,2
functioning,2
Information,2
heavy,2
\X,\,2
SDL_HAPTIC_LEFTRIGHT,2
\RandomSint16BoundaryValue(SINT16_MIN,\,2
SDL_HapticIndex,2
North,2
Feedback,2
SDL_VERSION,2
GL_GREATER,2
\"\linear"\\,2
\"\ms"\\,2
(force,2
(3,2
\once,\,2
\recent"\\,2
jni.h,2
(gamma,2
thread's,2
angle;,2
SECTION,2
layouts,2
image->format->colorkey);,2
Accumulation,2
saves,2
pathType,2
\server,\,2
\tile,\,2
clicking,2
SDL_INIT_EVENTS,2
SDL_quit.h,2
media,2
\"\best"\\,2
Special,2
IMG_Init,2
SDL_NONSHAPEABLE_WINDOW,2
SDL_TLSCreate(),2
\Policy"\\,2
smaller,2
separator,2
gcc,2
paletted,2
GL_OES_vertex_array_object,2
checking,2
Volume,2
attach,2
SDL_config_windows_h_,2
SDL_HAPTIC_SAWTOOTHDOWN,2
plays,2
__WINRT__,2
NACL,2
late,2
\encoded,\,2
SDL_HAPTIC_TRIANGLE,2
HAVE__ULTOA,2
SDL_HAPTIC_GAIN_MAX,2
prototyped,2
*c,2
allotted,2
srcColorFactor,2
unfortunate,2
KHR,2
9000,2
\index,\,2
triple,2
\::SDL_WINDOW_MINIMIZED,\,2
SDL_opengl.h,2
readable,2
swaps,2
short,2
SDL_HapticClose(haptic);,2
safely,2
SDL_IMAGE_H_,2
(error,2
GL_VIV_shader_binary,2
\@file,\,2
rotates,2
(::SDL_JoystickID),2
treat,2
Force,2
\elapsed,\,2
Semaphore,2
\printf("\Supported\,2
Appearing,2
GL_ANGLE_texture_compression_dxt5,2
row,2
(so,2
launched,2
modifiers,2
VC++,2
resides,2
SDL_StopTextInput(),2
keys),2
SDL_CreateSystemCursor(),2
think,2
\cond,2
processors,2
Register,2
SDL_WINDOW_BORDERLESS,2
SDL_PixelFormat,2
\::SDL_WINDOW_INPUT_GRABBED,\,2
GL_EXT_sRGB,2
setup,2
Context,2
(push,2
AMD,2
khronos_boolean_enum_t,2
nor,2
determined,2
\&count,\,2
calculations,2
\connected,\,2
'long',2
reverse,2
Sun,2
SDL_HideWindow(),2
effectiveness,2
attack_level,2
SDL_bits.h,2
GL_QCOM_alpha_test,2
GL_ALWAYS,2
\RandomUint64BoundaryValue(0,\,2
SDL_DequeueAudio(),2
attached,2
years,2
GL_EXT_read_format_bgra,2
guid,2
typically,2
-1...1,2
creates,2
potential,2
SDL_UpdateWindowSurface(),2
1.0[,2
'name',2
>=,2
onResume(),2
MIX_InitFlags,2
gordon,2
SDL_Scancode,2
blog,2
generally,2
login,2
Mix_SetReverseStereo(),2
ARM,2
\loop,\,2
GL_OES_texture_npot,2
GL_EXT_texture_compression_dxt1,2
\version,\,2
GL_OES_mapbuffer,2
\0,0\,2
2013),2
primary,2
(haptic,2
\::SDL_WINDOW_MAXIMIZED,\,2
dequeued,2
app-specific,2
GL_OES_get_program_binary,2
problems,2
told,2
LP64,2
style,2
::SDL_MessageBoxFlags,2
Marks,2
carry,2
<markus.kauppila@gmail.com>,2
\font_tileset_index,\,2
\valid,\,2
Non-zero,2
More,2
SDL_MaximizeWindow(),2
testing,2
edges,2
\PC,\,2
src),2
direct,2
GL_EXT_texture_type_2_10_10_10_REV,2
resolution-independent,2
use:,2
::SDL_HAPTIC_POLAR,2
file),2
overflow,2
\16,\,2
GL_EXT_texture_rg,2
Supported,2
[0.0,2
charm,2
\RandomSint8BoundaryValue(SINT8_MIN,\,2
\sound,\,2
SDL_SetWindowTitle(),2
SDL_TLSGet(),2
inLen,2
\which,\,2
SDL_Thread,2
security,2
halting,2
GL_ANGLE_depth_texture,2
pairs,2
init,2
.it,2
\cursor,\,2
filename,2
sufficient,2
\size_in_tile_units,\,2
colorOperation,2
guidelines,2
::SDL_HAT_RIGHT,2
sum,2
EXT,2
HAVE__STRLWR,2
seconds,2
Generic,2
Run,2
font_tileset_index,2
__khrplatform_h_,2
Never,2
GL_IMG_read_format,2
scan,2
Mix_Init,2
(right),2
Line,2
Raspberry,2
Sint64,2
us,2
\"\Game\,2
destroyed,2
\read-only,\,2
respect,2
SDL_GetWindowPosition(),2
\title,\,2
*renderer),2
GL_ANGLE_texture_usage,2
minimal,2
khronos_int64_t,2
dirver,2
shader,2
referenced,2
reduce,2
\background,\,2
584,2
2.0.4,2
messagebox,2
Enable/disable,2
'music',2
SDL_Init():,2
GL_NV_read_depth,2
\*text_pos,\,2
ERROR,2
want),2
!=,2
tooth,2
API's,2
GL_OES_vertex_half_float,2
side;,2
architecture,2
Evaluated,2
help,2
srcAlphaFactor,2
human,2
Render,2
method),2
\written,\,2
rotating,2
North:,2
\"\PNG"\,\,2
avoided,2
view's,2
*str,2
Opens,2
\listener,\,2
-->,2
Fog,2
information:,2
loops,2
Clear),2
go,2
\mixer,\,2
\SDL_SetColorKey(image,\,2
Mix_HaltMusic,2
THIS,2
VIV,2
Change,2
\panning,\,2
\(apple),\,2
AtomicLock,2
\both,\,2
apply,2
gestures,2
.s3m,2
likely,2
processor,2
ready,2
Prevent,2
separated,2
dependencies,2
Symbian,2
SDL_GetWindowGrab(),2
file:,2
\(Mon,\,2
GL_ANGLE_program_binary,2
\Otherwise,\,2
response,2
typedef,2
issuing,2
\"\%p"\)\,2
\acceleration,\,2
APPLE,2
anything,2
Otherwise,2
member,2
knowing,2
SDL_DestroyTexture(),2
\policy,\,2
SIMD,2
Application,2
constants,2
FJ,2
synchronization,2
\Mix_ChannelFinished(),\,2
assert;,2
quietest,2
SDL_TLSSet(),2
Watcom,2
SDL_HapticNumEffects,2
int64,2
comma,2
slow,2
ramps,2
intensive,2
offer,2
cvt->buf,2
non-Apple,2
GL_NV_depth_nonlinear,2
dstAlphaFactor,2
tools,2
identifying,2
khronos_uintptr_t,2
glibc,2
(run,2
funcname(,2
(!thread_local_storage),2
GSOC,2
Takes,2
interleaved,2
SDL_IsScreenSaverEnabled(),2
Current,2
(additional,2
GL_FJ_shader_binary_GCCSO,2
\*str,\,2
GL_MESA_packed_depth_stencil,2
Relative,2
(~65000,2
signifies,2
\FLAC,\,2
::SDL_IGNORE,2
currently),2
mixer's,2
\signal,\,2
Value,2
Info.plist,2
periods,2
Upload,2
Mix_PlayChannel(),2
GL_AMD_compressed_ATC_texture,2
Mix_PlayChannel*(),2
GL_ZERO,2
request,2
core,2
reverbing,2
SDL_HapticUnpause,2
library),2
Sep,2
8.0,2
manifest,2
\"\fullscreen"\\,2
Backwards,2
significant,2
khronos_uint64_t,2
GL_OES_vertex_type_10_10_10_2,2
issues,2
queueing;,2
decide,2
\echo,\,2
(since,2
fails,2
Scroll,2
GL_QCOM_binning_control,2
MOD,2
(MIX_CHANNEL_POST),2
\"\posteffects"\\,2
namespace,2
applicable,2
streams,2
.NET,2
polling,2
opaque),2
GL_DMP_shader_binary,2
Therefore,2
gives,2
SDL_GetVideoDriver(),2
Assign,2
Kauppila,2
meta,2
\level,\,2
::SDL_TEXTINPUT,2
\RandomUint32BoundaryValue(0,\,2
Retrieves,2
usage..,2
tries,2
GL_EXT_disjoint_timer_query,2
14,2
owned,2
home,2
SDL_CreateCursor(),2
\disabled,\,2
\backend,\,2
Haven't,2
handlers,2
rects,2
\8,\,2
Private,2
instruction,2
initial,2
\0.5,\,2
Grab,2
Remotes,2
macOS,2
\Technically,\,2
close_code.h,2
enums,2
signaled,2
\WinMain(),\,2
incrementing,2
\macros,\,2
_beginthread(),2
sizes,2
left);,2
\RT,\,2
Jun,2
data's,2
terminated,2
related,2
SDL_ShowWindow(),2
GL_NV_texture_npot_2D_mipmap,2
whereas,2
\"\Retina"\),\,2
Multiply,2
Understand,2
SDL_GetClipboardText(),2
SDL_endian.h,2
(Mac:,2
\have,\,2
\bytes,\,2
\seconds),\,2
EGLint,2
\error,\,2
\method),\,2
(echo),2
Explicitly,2
meaningless,2
Unknown,2
OpenGLES,2
\significant,\,2
decreasing,2
Unsigned,2
18000;,2
scaleY,2
::SDL_HAPTIC_CONSTANT,2
buttonid,2
\interval,\,2
print,2
SDL_HitTest,2
RWFrom,2
respond,2
SDL_HINT_VIDEO_HIGHDPI_DISABLED,2
EGL_KHR_client_get_all_proc_addresses,1
size---+,1
VS,1
SDL_RenderGetScale(),1
wants,1
SDL_LOG_PRIORITY_WARN,1
srcRGBA,1
::SDL_MULTIGESTURE,1
Present,1
Different,1
whence,1
parms,1
handle),1
\iOS,\,1
Print,1
effect;,1
(event.dgesture.*),1
\tokens,\,1
versus,1
(event.caxis.*),1
GL_ARB_shading_language_100,1
interaction,1
versa,1
(used,1
\struct,1
\quiet,\,1
IFrameworkView,1
Bmask,1
Pauses,1
SDL_mutex.h,1
\SSE2,\,1
Desktop,1
sign,1
\vertically,\,1
4:RGBA,1
GL_ARB_shader_image_load_store,1
Size,1
somehow,1
\"\detached"\\,1
in-app,1
\formats,\,1
out_opacity,1
24-bit,1
GL_NV_vertex_program2,1
Label,1
SDL_SetSurfaceAlphaMod(),1
macro's,1
White,1
SSE3,1
